key,value
exp_upgrade.basket_ball.lv7,농구공Lv7:\\n속도+20%
exp_upgrade.basket_ball.lv8,농구공Lv8:\\n공격력+3
exp_upgrade.basket_ball.lv9,농구공Lv9:\\n속도+20%
exp_upgrade.basket_ball.lv10,농구공Lv10:\\n수량+1
exp_upgrade.simple_critical.name,치명타
exp_upgrade.simple_critical.lv1,치명타Lv1:\\n15% 확률로 치명타
exp_upgrade.simple_critical.lv2,치명타Lv2:\\n28% 확률로 치명타
exp_upgrade.simple_critical.lv3,치명타Lv3:\\n40% 확률로 치명타
exp_upgrade.simple_critical.lv4,치명타Lv4:\\n52% 확률로 치명타
exp_upgrade.simple_critical.lv5,치명타Lv5:\\n65% 확률로 치명타
exp_upgrade.damage_rate.name,피해 배율
exp_upgrade.damage_rate.lv1,피해 배율Lv1:\\n피해+15%
exp_upgrade.damage_rate.lv2,피해 배율Lv2:\\n피해+28%
exp_upgrade.damage_rate.lv3,피해 배율Lv3:\\n피해+40%
exp_upgrade.damage_rate.lv4,피해 배율Lv4:\\n피해+52%
exp_upgrade.damage_rate.lv5,피해 배율Lv5:\\n피해+65%
exp_upgrade.simple_fly_count.name,투사체
exp_upgrade.simple_fly_count.lv1,투사체Lv1:\\n추가 투사체+1
exp_upgrade.simple_fly_count.lv2,투사체Lv2:\\n추가 투사체+2
exp_upgrade.simple_fly_count.lv3,투사체Lv3:\\n추가 투사체+3
exp_upgrade.movement_speed_rate.name,이동 속도
exp_upgrade.movement_speed_rate.lv1,이동 속도Lv1:\\n이동 속도+25%
exp_upgrade.movement_speed_rate.lv2,이동 속도Lv2:\\n이동 속도+50%
exp_upgrade.movement_speed_rate.lv3,이동 속도Lv3:\\n이동 속도+75%
exp_upgrade.movement_speed_rate.lv4,이동 속도Lv4:\\n이동 속도+100%
exp_upgrade.movement_speed_rate.lv5,이동 속도Lv5:\\n이동 속도+125%
exp_upgrade.simple_exp_percent.name,경험치
exp_upgrade.simple_exp_percent.lv1,경험치Lv1:\\n드롭률+5%
exp_upgrade.simple_exp_percent.lv2,경험치Lv2:\\n드롭률+10%
exp_upgrade.simple_exp_percent.lv3,경험치Lv3:\\n드롭률+15%
exp_upgrade.simple_exp_percent.lv4,경험치Lv4:\\n드롭률+20%
exp_upgrade.simple_exp_percent.lv5,경험치Lv5:\\n드롭률+25%
exp_upgrade.simple_collectable_area_radius.name,수집 범위
exp_upgrade.simple_collectable_area_radius.lv1,수집 범위Lv1:\\n수집 범위+100%
exp_upgrade.simple_collectable_area_radius.lv2,수집 범위Lv2:\\n수집 범위+200%
exp_upgrade.simple_collectable_area_radius.lv3,수집 범위Lv3:\\n수집 범위+300%
exp_upgrade.magic_wand.name,마법 지팡이
exp_upgrade.magic_wand.paired_name,성스러운 지팡이
exp_upgrade.magic_wand.paired_desc,연사 + 관통 + 넉백 강화
exp_upgrade.magic_wand.lv1,마법 지팡이Lv1:\\n가장 가까운 적에게 자동 마탄 발사
exp_upgrade.magic_wand.lv2,마법 지팡이Lv2：\\n공격력+2
exp_upgrade.magic_wand.lv3,마법 지팡이Lv3：\\n수량+1
exp_upgrade.magic_wand.lv4,마법 지팡이Lv4：\\n간격-0.08s
exp_upgrade.magic_wand.lv5,마법 지팡이Lv5：\\n공격력+3
exp_upgrade.magic_wand.lv6,마법 지팡이Lv6：\\n수량+1
exp_upgrade.magic_wand.lv7,마법 지팡이Lv7：\\n간격-0.08s
exp_upgrade.magic_wand.lv8,마법 지팡이Lv8：\\n공격력+3
exp_upgrade.magic_wand.lv9,마법 지팡이Lv9：\\n수량+1
exp_upgrade.magic_wand.lv10,마법 지팡이Lv10：\\n공격력+4 간격-0.1s
exp_upgrade.simple_bow.name,활
exp_upgrade.simple_bow.paired_name,엘븐 보우
exp_upgrade.simple_bow.paired_desc,화살 분열 + 추적
exp_upgrade.simple_bow.lv1,활Lv1:\\n고속 관통 화살 발사
exp_upgrade.simple_bow.lv2,활Lv2：\\n공격력+2
exp_upgrade.simple_bow.lv3,활Lv3：\\n수량+1
exp_upgrade.simple_bow.lv4,활Lv4：\\n관통+1
exp_upgrade.simple_bow.lv5,활Lv5：\\n간격-0.1s
exp_upgrade.simple_bow.lv6,활Lv6：\\n공격력+3
exp_upgrade.simple_bow.lv7,활Lv7：\\n수량+1
exp_upgrade.simple_bow.lv8,활Lv8：\\n관통+1
exp_upgrade.simple_bow.lv9,활Lv9：\\n간격-0.1s
exp_upgrade.simple_bow.lv10,활Lv10：\\n공격력+4
exp_upgrade.empty_tome.name,빈 서적
exp_upgrade.empty_tome.lv1,빈 서적Lv1:\\n전역 쿨다운-8%
exp_upgrade.empty_tome.lv2,빈 서적Lv2:\\n전역 쿨다운-16%
exp_upgrade.empty_tome.lv3,빈 서적Lv3:\\n전역 쿨다운-24%
exp_upgrade.empty_tome.lv4,빈 서적Lv4:\\n전역 쿨다운-32%
exp_upgrade.empty_tome.lv5,빈 서적Lv5:\\n전역 쿨다운-40%
exp_upgrade.luck.name,행운
exp_upgrade.luck.lv1,행운Lv1:\\n행운+5%（드롭 품질과 치명타）
exp_upgrade.luck.lv2,행운Lv2:\\n행운+10%（드롭 품질과 치명타）
exp_upgrade.luck.lv3,행운Lv3:\\n행운+15%（드롭 품질과 치명타）
exp_upgrade.luck.lv4,행운Lv4:\\n행운+20%（드롭 품질과 치명타）
exp_upgrade.luck.lv5,행운Lv5:\\n행운+25%（드롭 품질과 치명타）
